	sentence_id	filename	token	label	attribute
83	35	1787_Brug_Wall	Van	O	
84	35	1787_Brug_Wall	het	O	
85	35	1787_Brug_Wall	eenDUYst	O	
86	35	1787_Brug_Wall	seVenhonDert	O	
87	35	1787_Brug_Wall	en	O	
88	35	1787_Brug_Wall	seVenentagentIgste	O	
89	35	1787_Brug_Wall	Iaer	O	
90	35	1787_Brug_Wall	.	O	
91	36	1787_Brug_Wall	(	O	
92	36	1787_Brug_Wall	Januari	O	
93	36	1787_Brug_Wall	)	O	
94	37	1787_Brug_Wall	Rechtveerdige	O	
95	37	1787_Brug_Wall	justitie	O	
96	37	1787_Brug_Wall	gedaen	O	
97	37	1787_Brug_Wall	binnen	O	
98	37	1787_Brug_Wall	de	O	
99	37	1787_Brug_Wall	stadt	O	
100	37	1787_Brug_Wall	Brugge	O	
101	37	1787_Brug_Wall	op	O	
102	37	1787_Brug_Wall	den	O	
103	37	1787_Brug_Wall	5	O	
104	37	1787_Brug_Wall	januarij	O	
105	37	1787_Brug_Wall	1787	O	
106	37	1787_Brug_Wall	voor	O	
107	37	1787_Brug_Wall	het	O	
108	37	1787_Brug_Wall	Landthuijs	O	
109	37	1787_Brug_Wall	van	O	
110	37	1787_Brug_Wall	den	O	
111	37	1787_Brug_Wall	Vrijen	O	
112	37	1787_Brug_Wall	.	O	
113	38	1787_Brug_Wall	Omdieswille	O	
114	38	1787_Brug_Wall	dat	O	
115	38	1787_Brug_Wall	gij	O	
116	38	1787_Brug_Wall	,	O	
117	38	1787_Brug_Wall	Philippe	O	
118	38	1787_Brug_Wall	Mortier	O	
119	38	1787_Brug_Wall	,	O	
120	38	1787_Brug_Wall	zoon	O	
121	38	1787_Brug_Wall	van	O	
122	38	1787_Brug_Wall	Pieter	O	
123	38	1787_Brug_Wall	,	O	
124	38	1787_Brug_Wall	oudt	O	
125	38	1787_Brug_Wall	21	O	
126	38	1787_Brug_Wall	jaeren	O	
127	38	1787_Brug_Wall	,	O	
128	38	1787_Brug_Wall	geboortig	O	
129	38	1787_Brug_Wall	van	O	
130	38	1787_Brug_Wall	St.-Jacobscapelle	O	
131	38	1787_Brug_Wall	in	O	
132	38	1787_Brug_Wall	Veuren-ambagt	O	
133	38	1787_Brug_Wall	(	O	
134	38	1787_Brug_Wall	1	O	
135	38	1787_Brug_Wall	)	O	
136	38	1787_Brug_Wall	ende	O	
137	38	1787_Brug_Wall	lest	O	
138	38	1787_Brug_Wall	gewoont	O	
139	38	1787_Brug_Wall	hebbende	O	
140	38	1787_Brug_Wall	ter	O	
141	38	1787_Brug_Wall	parochie	O	
142	38	1787_Brug_Wall	van	O	
143	38	1787_Brug_Wall	Beest	O	
144	38	1787_Brug_Wall	(	O	
145	38	1787_Brug_Wall	2	O	
146	38	1787_Brug_Wall	)	O	
147	38	1787_Brug_Wall	,	O	
148	38	1787_Brug_Wall	boerewerkman	O	
149	38	1787_Brug_Wall	van	O	
150	38	1787_Brug_Wall	stijle	O	
151	38	1787_Brug_Wall	,	O	
152	38	1787_Brug_Wall	ofte	O	
153	38	1787_Brug_Wall	zoo	O	
154	38	1787_Brug_Wall	gij	O	
155	38	1787_Brug_Wall	andersints	O	
156	38	1787_Brug_Wall	met	O	
157	38	1787_Brug_Wall	naem	O	
158	38	1787_Brug_Wall	ofte	O	
159	38	1787_Brug_Wall	toenaem	O	
160	38	1787_Brug_Wall	moogt	O	
161	38	1787_Brug_Wall	wesen	O	
162	38	1787_Brug_Wall	genaemt	O	
163	38	1787_Brug_Wall	,	O	
164	38	1787_Brug_Wall	alhier	O	
165	38	1787_Brug_Wall	present	O	
166	38	1787_Brug_Wall	,	O	
167	38	1787_Brug_Wall	u	O	
168	38	1787_Brug_Wall	zoo	O	
169	38	1787_Brug_Wall	verre	O	
170	38	1787_Brug_Wall	hebt	O	
171	38	1787_Brug_Wall	vervoordert	O	
172	38	1787_Brug_Wall	van	O	
173	38	1787_Brug_Wall	uwen	O	
174	38	1787_Brug_Wall	evenmensch	O	
175	38	1787_Brug_Wall	te	O	
176	38	1787_Brug_Wall	bestelen	O	
177	38	1787_Brug_Wall	en	O	
178	38	1787_Brug_Wall	het	O	
179	38	1787_Brug_Wall	zijne	O	
180	38	1787_Brug_Wall	te	O	
181	38	1787_Brug_Wall	ontweeren	O	
182	38	1787_Brug_Wall	;	O	
183	38	1787_Brug_Wall	en	O	
184	38	1787_Brug_Wall	dat	O	
185	38	1787_Brug_Wall	erger	O	
186	38	1787_Brug_Wall	is	O	
187	38	1787_Brug_Wall	,	O	
188	38	1787_Brug_Wall	daertoe	O	
189	38	1787_Brug_Wall	te	O	
190	38	1787_Brug_Wall	gebruijken	O	
191	38	1787_Brug_Wall	braeke	O	
192	38	1787_Brug_Wall	,	O	
193	38	1787_Brug_Wall	force	O	
194	38	1787_Brug_Wall	ende	O	
195	38	1787_Brug_Wall	gewelt	O	
196	38	1787_Brug_Wall	.	O	
197	39	1787_Brug_Wall	Wan	O	
198	39	1787_Brug_Wall	of	O	
199	39	1787_Brug_Wall	t'uwen	O	
200	39	1787_Brug_Wall	laste	O	
201	39	1787_Brug_Wall	is	O	
202	39	1787_Brug_Wall	gebleken	O	
203	39	1787_Brug_Wall	dat	O	
204	39	1787_Brug_Wall	gij	O	
205	39	1787_Brug_Wall	,	O	
206	39	1787_Brug_Wall	-	O	
207	39	1787_Brug_Wall	fol	O	
208	39	1787_Brug_Wall	.	O	
209	39	1787_Brug_Wall	40	O	
210	39	1787_Brug_Wall	-	O	
211	39	1787_Brug_Wall	Philippe	O	
212	39	1787_Brug_Wall	Mortier	O	
213	39	1787_Brug_Wall	,	O	
214	39	1787_Brug_Wall	tot	O	
215	39	1787_Brug_Wall	alledies	O	
216	39	1787_Brug_Wall	hebt	O	
217	39	1787_Brug_Wall	bestaen	O	
218	39	1787_Brug_Wall	,	O	
219	39	1787_Brug_Wall	want	O	
220	39	1787_Brug_Wall	in	O	
221	39	1787_Brug_Wall	de	O	
222	39	1787_Brug_Wall	maendt	O	
223	39	1787_Brug_Wall	januarij	O	
224	39	1787_Brug_Wall	van	O	
225	39	1787_Brug_Wall	't	O	
226	39	1787_Brug_Wall	gepasseerde	O	
227	39	1787_Brug_Wall	jaer	O	
228	39	1787_Brug_Wall	1784	O	
229	39	1787_Brug_Wall	voor	O	
230	39	1787_Brug_Wall	't	O	
231	39	1787_Brug_Wall	begaen	O	
232	39	1787_Brug_Wall	van	O	
233	39	1787_Brug_Wall	verscheijde	O	
234	39	1787_Brug_Wall	dieften	O	
235	39	1787_Brug_Wall	tot	O	
236	39	1787_Brug_Wall	Iper	O	
237	39	1787_Brug_Wall	geapparendeert	O	
238	39	1787_Brug_Wall	zijnde	O	
239	39	1787_Brug_Wall	,	O	
240	39	1787_Brug_Wall	zijt	O	
241	39	1787_Brug_Wall	gij	O	
242	39	1787_Brug_Wall	aldaer	O	
243	39	1787_Brug_Wall	in	O	
244	39	1787_Brug_Wall	gebannen	O	
245	39	1787_Brug_Wall	vierschaere	O	
246	39	1787_Brug_Wall	voor	O	
247	39	1787_Brug_Wall	heel	O	
248	39	1787_Brug_Wall	uw	O	
249	39	1787_Brug_Wall	leven	O	
250	39	1787_Brug_Wall	uijt	O	
251	39	1787_Brug_Wall	het	O	
252	39	1787_Brug_Wall	gebiedt	O	
253	39	1787_Brug_Wall	van	O	
254	39	1787_Brug_Wall	zijne	O	
255	39	1787_Brug_Wall	majesteijt	O	
256	39	1787_Brug_Wall	den	O	
257	39	1787_Brug_Wall	keijser	O	
258	39	1787_Brug_Wall	ende	O	
259	39	1787_Brug_Wall	koning	O	
260	39	1787_Brug_Wall	gebannen	O	
261	39	1787_Brug_Wall	.	O	
262	39	1787_Brug_Wall	Waernae	O	
263	39	1787_Brug_Wall	gij	O	
264	39	1787_Brug_Wall	,	O	
265	39	1787_Brug_Wall	Philippe	O	
266	39	1787_Brug_Wall	Mortier	O	
267	39	1787_Brug_Wall	,	O	
268	39	1787_Brug_Wall	tegen	O	
269	39	1787_Brug_Wall	dese	O	
270	39	1787_Brug_Wall	crimineele	O	
271	39	1787_Brug_Wall	sententie	O	
272	39	1787_Brug_Wall	hebt	O	
273	39	1787_Brug_Wall	bestaen	O	
274	39	1787_Brug_Wall	uwen	O	
275	39	1787_Brug_Wall	ban	O	
276	39	1787_Brug_Wall	te	O	
277	39	1787_Brug_Wall	breken	O	
278	39	1787_Brug_Wall	.	O	
279	40	1787_Brug_Wall	Wan	O	
280	40	1787_Brug_Wall	of	O	
281	40	1787_Brug_Wall	is	O	
282	40	1787_Brug_Wall	gebleken	O	
283	40	1787_Brug_Wall	dat	O	
284	40	1787_Brug_Wall	gij	O	
285	40	1787_Brug_Wall	altijdt	O	
286	40	1787_Brug_Wall	voortvaerende	O	
287	40	1787_Brug_Wall	van	O	
288	40	1787_Brug_Wall	quaedt	O	
289	40	1787_Brug_Wall	tot	O	
290	40	1787_Brug_Wall	erger	O	
291	40	1787_Brug_Wall	in	O	
292	40	1787_Brug_Wall	de	O	
293	40	1787_Brug_Wall	maendt	O	
294	40	1787_Brug_Wall	augusti	O	
295	40	1787_Brug_Wall	lestleden	O	
296	40	1787_Brug_Wall	zijt	O	
297	40	1787_Brug_Wall	gebroken	O	
298	40	1787_Brug_Wall	in	O	
299	40	1787_Brug_Wall	een	O	
300	40	1787_Brug_Wall	huijs	O	
301	40	1787_Brug_Wall	op	O	
302	40	1787_Brug_Wall	St.-Pieterscapelle	O	
303	40	1787_Brug_Wall	(	O	
304	40	1787_Brug_Wall	3	O	
305	40	1787_Brug_Wall	)	O	
306	40	1787_Brug_Wall	langs	O	
307	40	1787_Brug_Wall	d'agterduere	O	
308	40	1787_Brug_Wall	enne	O	
309	40	1787_Brug_Wall	daer	O	
310	40	1787_Brug_Wall	in	O	
311	40	1787_Brug_Wall	den	O	
312	40	1787_Brug_Wall	kueken	O	
313	40	1787_Brug_Wall	eenen	O	
314	40	1787_Brug_Wall	koffer	O	
315	40	1787_Brug_Wall	open	O	
316	40	1787_Brug_Wall	geforceert	O	
317	40	1787_Brug_Wall	hebbende	O	
318	40	1787_Brug_Wall	met	O	
319	40	1787_Brug_Wall	een	O	
320	40	1787_Brug_Wall	iser	O	
321	40	1787_Brug_Wall	instrument	O	
322	40	1787_Brug_Wall	waeruijt	O	
323	40	1787_Brug_Wall	gij	O	
324	40	1787_Brug_Wall	hebt	O	
325	40	1787_Brug_Wall	bestaen	O	
326	40	1787_Brug_Wall	te	O	
327	40	1787_Brug_Wall	ontweeren	O	
328	40	1787_Brug_Wall	een	O	
329	40	1787_Brug_Wall	borseken	O	
330	40	1787_Brug_Wall	waerin	O	
331	40	1787_Brug_Wall	waeren	O	
332	40	1787_Brug_Wall	verscheijde	O	
333	40	1787_Brug_Wall	speciën	O	
334	40	1787_Brug_Wall	van	O	
335	40	1787_Brug_Wall	geldt	O	
336	40	1787_Brug_Wall	,	O	
337	40	1787_Brug_Wall	eenen	O	
338	40	1787_Brug_Wall	zijden	O	
339	40	1787_Brug_Wall	doek	O	
340	40	1787_Brug_Wall	en	O	
341	40	1787_Brug_Wall	eenige	O	
342	40	1787_Brug_Wall	andere	O	
343	40	1787_Brug_Wall	kleergoederen	O	
344	40	1787_Brug_Wall	.	O	
345	40	1787_Brug_Wall	Welk	O	
346	40	1787_Brug_Wall	borseken	O	
347	40	1787_Brug_Wall	ten	O	
348	40	1787_Brug_Wall	tijde	O	
349	40	1787_Brug_Wall	van	O	
350	40	1787_Brug_Wall	uwe	O	
351	40	1787_Brug_Wall	apprehentie	O	
352	40	1787_Brug_Wall	bij	O	
353	40	1787_Brug_Wall	u	O	
354	40	1787_Brug_Wall	bevonden	O	
355	40	1787_Brug_Wall	zijnde	O	
356	40	1787_Brug_Wall	,	O	
357	40	1787_Brug_Wall	door	O	
358	40	1787_Brug_Wall	d'eijgenaers	O	
359	40	1787_Brug_Wall	is	O	
360	40	1787_Brug_Wall	gekent	O	
361	40	1787_Brug_Wall	geworden	O	
362	40	1787_Brug_Wall	,	O	
363	40	1787_Brug_Wall	zijnde	O	
364	40	1787_Brug_Wall	t'uwen	O	
365	40	1787_Brug_Wall	laste	O	
366	40	1787_Brug_Wall	.	O	
367	41	1787_Brug_Wall	Voorders	O	
368	41	1787_Brug_Wall	is	O	
369	41	1787_Brug_Wall	gebleken	O	
370	41	1787_Brug_Wall	dat	O	
371	41	1787_Brug_Wall	gij	O	
372	41	1787_Brug_Wall	,	O	
373	41	1787_Brug_Wall	Philippe	O	
374	41	1787_Brug_Wall	Mortier	O	
375	41	1787_Brug_Wall	,	O	
376	41	1787_Brug_Wall	-	O	
377	41	1787_Brug_Wall	fol	O	
378	41	1787_Brug_Wall	.	O	
379	41	1787_Brug_Wall	41	O	
380	41	1787_Brug_Wall	-	O	
381	41	1787_Brug_Wall	in	O	
382	41	1787_Brug_Wall	de	O	
383	41	1787_Brug_Wall	maendt	O	
384	41	1787_Brug_Wall	september	O	
385	41	1787_Brug_Wall	lestleden	O	
386	41	1787_Brug_Wall	tot	O	
387	41	1787_Brug_Wall	Dixmude	O	
388	41	1787_Brug_Wall	tot	O	
389	41	1787_Brug_Wall	verscheijde	O	
390	41	1787_Brug_Wall	mael	O	
391	41	1787_Brug_Wall	aen	O	
392	41	1787_Brug_Wall	d'agterpoorte	O	
393	41	1787_Brug_Wall	van	O	
394	41	1787_Brug_Wall	den	O	
395	41	1787_Brug_Wall	ontfanger	O	
396	41	1787_Brug_Wall	van	O	
397	41	1787_Brug_Wall	't	O	
398	41	1787_Brug_Wall	koningscomtoir	O	
399	41	1787_Brug_Wall	aldaer	O	
400	41	1787_Brug_Wall	hebt	O	
401	41	1787_Brug_Wall	tragten	O	
402	41	1787_Brug_Wall	in	O	
403	41	1787_Brug_Wall	te	O	
404	41	1787_Brug_Wall	breken	O	
405	41	1787_Brug_Wall	ende	O	
406	41	1787_Brug_Wall	daertoe	O	
407	41	1787_Brug_Wall	force	O	
408	41	1787_Brug_Wall	en	O	
409	41	1787_Brug_Wall	gewelt	O	
410	41	1787_Brug_Wall	gebruijkt	O	
411	41	1787_Brug_Wall	hebbende	O	
412	41	1787_Brug_Wall	.	O	
413	41	1787_Brug_Wall	Zijn	O	
414	41	1787_Brug_Wall	dese	O	
415	41	1787_Brug_Wall	uwe	O	
416	41	1787_Brug_Wall	aenslaegen	O	
417	41	1787_Brug_Wall	mislukt	O	
418	41	1787_Brug_Wall	hebbende	O	
419	41	1787_Brug_Wall	gij	O	
420	41	1787_Brug_Wall	,	O	
421	41	1787_Brug_Wall	ziende	O	
422	41	1787_Brug_Wall	niet	O	
423	41	1787_Brug_Wall	voorders	O	
424	41	1787_Brug_Wall	te	O	
425	41	1787_Brug_Wall	konnen	O	
426	41	1787_Brug_Wall	ontweeren	O	
427	41	1787_Brug_Wall	,	O	
428	41	1787_Brug_Wall	van	O	
429	41	1787_Brug_Wall	den	O	
430	41	1787_Brug_Wall	ne-	O	
431	45	1787_Brug_Wall	vensliggende	O	
432	45	1787_Brug_Wall	boomgaert	O	
433	45	1787_Brug_Wall	gestolen	O	
434	45	1787_Brug_Wall	drij	O	
435	45	1787_Brug_Wall	serveeten	O	
436	45	1787_Brug_Wall	aldaer	O	
437	45	1787_Brug_Wall	te	O	
438	45	1787_Brug_Wall	bleeken	O	
439	45	1787_Brug_Wall	liggende	O	
440	45	1787_Brug_Wall	,	O	
441	45	1787_Brug_Wall	welcke	O	
442	45	1787_Brug_Wall	in	O	
443	45	1787_Brug_Wall	uwe	O	
444	45	1787_Brug_Wall	apprehentie	O	
445	45	1787_Brug_Wall	bij	O	
446	45	1787_Brug_Wall	u	O	
447	45	1787_Brug_Wall	zijn	O	
448	45	1787_Brug_Wall	gevonden	O	
449	45	1787_Brug_Wall	geworden	O	
450	45	1787_Brug_Wall	in	O	
451	45	1787_Brug_Wall	den	O	
452	45	1787_Brug_Wall	reijssak	O	
453	45	1787_Brug_Wall	die	O	
454	45	1787_Brug_Wall	gij	O	
455	45	1787_Brug_Wall	altijdt	O	
456	45	1787_Brug_Wall	met	O	
457	45	1787_Brug_Wall	u	O	
458	45	1787_Brug_Wall	waert	O	
459	45	1787_Brug_Wall	draegende	O	
460	45	1787_Brug_Wall	.	O	
461	46	1787_Brug_Wall	Zijnde	O	
462	46	1787_Brug_Wall	gij	O	
463	46	1787_Brug_Wall	,	O	
464	46	1787_Brug_Wall	Philippe	O	
465	46	1787_Brug_Wall	Mortier	O	
466	46	1787_Brug_Wall	,	O	
467	46	1787_Brug_Wall	nog	O	
468	46	1787_Brug_Wall	voorders	O	
469	46	1787_Brug_Wall	overtuijgt	O	
470	46	1787_Brug_Wall	van	O	
471	46	1787_Brug_Wall	ledent	O	
472	46	1787_Brug_Wall	eenige	O	
473	46	1787_Brug_Wall	jaeren	O	
474	46	1787_Brug_Wall	tot	O	
475	46	1787_Brug_Wall	drij	O	
476	46	1787_Brug_Wall	valsche	O	
477	46	1787_Brug_Wall	kenteekens	O	
478	46	1787_Brug_Wall	te	O	
479	46	1787_Brug_Wall	hebben	O	
480	46	1787_Brug_Wall	gemakt	O	
481	46	1787_Brug_Wall	en	O	
482	46	1787_Brug_Wall	eene	O	
483	46	1787_Brug_Wall	dogter	O	
484	46	1787_Brug_Wall	welkers	O	
485	46	1787_Brug_Wall	geboden	O	
486	46	1787_Brug_Wall	tot	O	
487	46	1787_Brug_Wall	Dixmude	O	
488	46	1787_Brug_Wall	afgeropen	O	
489	46	1787_Brug_Wall	wierden	O	
490	46	1787_Brug_Wall	het	O	
491	46	1787_Brug_Wall	houwelijk	O	
492	46	1787_Brug_Wall	hebt	O	
493	46	1787_Brug_Wall	belet	O	
494	46	1787_Brug_Wall	onder	O	
495	46	1787_Brug_Wall	voorwensel	O	
496	46	1787_Brug_Wall	dat	O	
497	46	1787_Brug_Wall	gij	O	
498	46	1787_Brug_Wall	met	O	
499	46	1787_Brug_Wall	dezelve	O	
500	46	1787_Brug_Wall	in	O	
501	46	1787_Brug_Wall	belofte	O	
502	46	1787_Brug_Wall	waert	O	
503	46	1787_Brug_Wall	;	O	
504	46	1787_Brug_Wall	welcke	O	
505	46	1787_Brug_Wall	belofte	O	
506	46	1787_Brug_Wall	gij	O	
507	46	1787_Brug_Wall	met	O	
508	46	1787_Brug_Wall	haer	O	
509	46	1787_Brug_Wall	hantteeken	O	
510	46	1787_Brug_Wall	hebt	O	
511	46	1787_Brug_Wall	naegemakt	O	
512	46	1787_Brug_Wall	en	O	
513	46	1787_Brug_Wall	met	O	
514	46	1787_Brug_Wall	hetgene	O	
515	46	1787_Brug_Wall	van	O	
516	46	1787_Brug_Wall	twee	O	
517	46	1787_Brug_Wall	getuijgen	O	
518	46	1787_Brug_Wall	valschelijk	O	
519	46	1787_Brug_Wall	onderteekent	O	
520	46	1787_Brug_Wall	.	O	
521	46	1787_Brug_Wall	En	O	
522	46	1787_Brug_Wall	de	O	
523	46	1787_Brug_Wall	saeke	O	
524	46	1787_Brug_Wall	zoodaenig	O	
525	46	1787_Brug_Wall	hebt	O	
526	46	1787_Brug_Wall	weten	O	
527	46	1787_Brug_Wall	te	O	
528	46	1787_Brug_Wall	bewimpelen	O	
529	46	1787_Brug_Wall	dat	O	
530	46	1787_Brug_Wall	dezelve	O	
531	46	1787_Brug_Wall	dochter	O	
532	46	1787_Brug_Wall	niet	O	
533	46	1787_Brug_Wall	heeft	O	
534	46	1787_Brug_Wall	konnen	O	
535	46	1787_Brug_Wall	trouwen	O	
536	46	1787_Brug_Wall	vooraleer	O	
537	46	1787_Brug_Wall	dat	O	
538	46	1787_Brug_Wall	zij	O	
539	46	1787_Brug_Wall	u	O	
540	46	1787_Brug_Wall	met	O	
541	46	1787_Brug_Wall	eene	O	
542	46	1787_Brug_Wall	merckelijcke	O	
543	46	1787_Brug_Wall	-	O	
544	46	1787_Brug_Wall	fol	O	
545	46	1787_Brug_Wall	.	O	
546	46	1787_Brug_Wall	42	O	
547	46	1787_Brug_Wall	-	O	
548	46	1787_Brug_Wall	geldt	O	
549	46	1787_Brug_Wall	hadde	O	
550	46	1787_Brug_Wall	uijtgekogt	O	
551	46	1787_Brug_Wall	.	O	
552	47	1787_Brug_Wall	Van	O	
553	47	1787_Brug_Wall	alle	O	
554	47	1787_Brug_Wall	,	O	
555	47	1787_Brug_Wall	welcke	O	
556	47	1787_Brug_Wall	zoo	O	
557	47	1787_Brug_Wall	bij	O	
558	47	1787_Brug_Wall	wettelijcke	O	
559	47	1787_Brug_Wall	genomen	O	
560	47	1787_Brug_Wall	imformatiën	O	
561	47	1787_Brug_Wall	,	O	
562	47	1787_Brug_Wall	uwe	O	
563	47	1787_Brug_Wall	eijgene	O	
564	47	1787_Brug_Wall	bekentenissen	O	
565	47	1787_Brug_Wall	,	O	
566	47	1787_Brug_Wall	als	O	
567	47	1787_Brug_Wall	andersints	O	
568	47	1787_Brug_Wall	,	O	
569	47	1787_Brug_Wall	niettegenstaende	O	
570	47	1787_Brug_Wall	uwe	O	
571	47	1787_Brug_Wall	hardneckige	O	
572	47	1787_Brug_Wall	loogeningen	O	
573	47	1787_Brug_Wall	,	O	
574	47	1787_Brug_Wall	den	O	
575	47	1787_Brug_Wall	rechter	O	
576	47	1787_Brug_Wall	is	O	
577	47	1787_Brug_Wall	gebleken	O	
578	47	1787_Brug_Wall	om	O	
579	47	1787_Brug_Wall	genoegen	O	
580	47	1787_Brug_Wall	en	O	
581	47	1787_Brug_Wall	zal	O	
582	47	1787_Brug_Wall	straffen	O	
583	47	1787_Brug_Wall	in	O	
584	47	1787_Brug_Wall	gevolgen	O	
585	47	1787_Brug_Wall	hare	O	
586	47	1787_Brug_Wall	majesteijts	O	
587	47	1787_Brug_Wall	placaeten	O	
588	47	1787_Brug_Wall	als	O	
589	47	1787_Brug_Wall	niet	O	
590	47	1787_Brug_Wall	lijdelijk	O	
591	47	1787_Brug_Wall	zijnde	O	
592	47	1787_Brug_Wall	in	O	
593	47	1787_Brug_Wall	een	O	
594	47	1787_Brug_Wall	landt	O	
595	47	1787_Brug_Wall	van	O	
596	47	1787_Brug_Wall	rechte	O	
597	47	1787_Brug_Wall	zonder	O	
598	47	1787_Brug_Wall	condigue	O	
599	47	1787_Brug_Wall	straffe	O	
600	47	1787_Brug_Wall	,	O	
601	47	1787_Brug_Wall	andere	O	
602	47	1787_Brug_Wall	in	O	
603	47	1787_Brug_Wall	exempel	O	
604	47	1787_Brug_Wall	.	O	
605	47	1787_Brug_Wall	Zoo	O	
606	47	1787_Brug_Wall	is't	O	
607	47	1787_Brug_Wall	dat	O	
608	47	1787_Brug_Wall	d'heeren	O	
609	47	1787_Brug_Wall	borgmeesters	O	
610	47	1787_Brug_Wall	en	O	
611	47	1787_Brug_Wall	schepenen	O	
612	47	1787_Brug_Wall	's	O	
613	47	1787_Brug_Wall	Landts	O	
614	47	1787_Brug_Wall	van	O	
615	47	1787_Brug_Wall	den	O	
616	47	1787_Brug_Wall	Vrijen	O	
617	47	1787_Brug_Wall	(	O	
618	47	1787_Brug_Wall	4	O	
619	47	1787_Brug_Wall	)	O	
620	47	1787_Brug_Wall	,	O	
621	47	1787_Brug_Wall	gesien	O	
622	47	1787_Brug_Wall	hebbende	O	
623	47	1787_Brug_Wall	de	O	
624	47	1787_Brug_Wall	schiftelijcken	O	
625	47	1787_Brug_Wall	crimineelen	O	
626	47	1787_Brug_Wall	heesch	O	
627	47	1787_Brug_Wall	t'uwen	O	
628	47	1787_Brug_Wall	laste	O	
629	47	1787_Brug_Wall	gemakt	O	
630	47	1787_Brug_Wall	ende	O	
631	47	1787_Brug_Wall	beleden	O	
632	47	1787_Brug_Wall	,	O	
633	47	1787_Brug_Wall	condemneeren	O	
634	47	1787_Brug_Wall	,	O	
635	47	1787_Brug_Wall	zoo	O	
636	47	1787_Brug_Wall	zij	O	
637	47	1787_Brug_Wall	condemneeren	O	
638	47	1787_Brug_Wall	bij	O	
639	47	1787_Brug_Wall	desen	O	
640	47	1787_Brug_Wall	,	O	
641	47	1787_Brug_Wall	u	O	
