	sentence_id	filename	token	label	attribute
157	25	1794_Hoor_Veli	gemeen	O	
158	25	1794_Hoor_Veli	,	O	
159	25	1794_Hoor_Veli	en	O	
160	25	1794_Hoor_Veli	de	O	
161	25	1794_Hoor_Veli	Stad	O	
162	25	1794_Hoor_Veli	Hoorn	O	
163	26	1794_Hoor_Veli	in	O	
164	26	1794_Hoor_Veli	't	O	
165	26	1794_Hoor_Veli	bijzonder	O	
166	26	1794_Hoor_Veli	,	O	
167	26	1794_Hoor_Veli	zoo	O	
168	26	1794_Hoor_Veli	veel	O	
169	26	1794_Hoor_Veli	deel	O	
170	26	1794_Hoor_Veli	hebben	O	
171	26	1794_Hoor_Veli	gehad	O	
172	26	1794_Hoor_Veli	.	O	
173	27	1794_Hoor_Veli	Zoo	O	
174	27	1794_Hoor_Veli	als	O	
175	27	1794_Hoor_Veli	ook	O	
176	27	1794_Hoor_Veli	het	O	
177	27	1794_Hoor_Veli	uitspringen	O	
178	27	1794_Hoor_Veli	buijten	O	
179	27	1794_Hoor_Veli	,	O	
180	27	1794_Hoor_Veli	dit	O	
181	27	1794_Hoor_Veli	mijn	O	
182	28	1794_Hoor_Veli	bestek	O	
183	28	1794_Hoor_Veli	omtrent	O	
184	28	1794_Hoor_Veli	de	O	
185	28	1794_Hoor_Veli	Beroernis	O	
186	28	1794_Hoor_Veli	van	O	
187	28	1794_Hoor_Veli	het	O	
188	28	1794_Hoor_Veli	zooge	O	
189	29	1794_Hoor_Veli	naamd	O	
190	29	1794_Hoor_Veli	Patriotthismus	O	
191	29	1794_Hoor_Veli	in	O	
192	29	1794_Hoor_Veli	den	O	
193	29	1794_Hoor_Veli	jaaren	O	
194	29	1794_Hoor_Veli	1786	O	
195	29	1794_Hoor_Veli	en	O	
196	29	1794_Hoor_Veli	verders	O	
197	29	1794_Hoor_Veli	.	O	
198	30	1794_Hoor_Veli	eens	O	
199	30	1794_Hoor_Veli	deel	O	
200	30	1794_Hoor_Veli	om	O	
201	30	1794_Hoor_Veli	in	O	
202	30	1794_Hoor_Veli	't	O	
203	30	1794_Hoor_Veli	korte	O	
204	30	1794_Hoor_Veli	aan	O	
205	30	1794_Hoor_Veli	te	O	
206	30	1794_Hoor_Veli	toonen	O	
207	30	1794_Hoor_Veli	de	O	
208	30	1794_Hoor_Veli	Folte	O	
209	31	1794_Hoor_Veli	ringen	O	
210	31	1794_Hoor_Veli	in	O	
211	31	1794_Hoor_Veli	dien	O	
212	31	1794_Hoor_Veli	tijd	O	
213	31	1794_Hoor_Veli	over	O	
214	31	1794_Hoor_Veli	ons	O	
215	31	1794_Hoor_Veli	algemeen	O	
216	31	1794_Hoor_Veli	vaderland	O	
217	31	1794_Hoor_Veli	,	O	
218	32	1794_Hoor_Veli	en	O	
219	32	1794_Hoor_Veli	ten	O	
220	32	1794_Hoor_Veli	tweede	O	
221	32	1794_Hoor_Veli	om	O	
222	32	1794_Hoor_Veli	dat	O	
223	32	1794_Hoor_Veli	veelen	O	
224	32	1794_Hoor_Veli	zaaken	O	
225	32	1794_Hoor_Veli	meden	O	
226	32	1794_Hoor_Veli	haare	O	
227	33	1794_Hoor_Veli	nederkomst	O	
228	33	1794_Hoor_Veli	op	O	
229	33	1794_Hoor_Veli	westvriesland	O	
230	33	1794_Hoor_Veli	,	O	
231	33	1794_Hoor_Veli	en	O	
232	33	1794_Hoor_Veli	onze	O	
233	33	1794_Hoor_Veli	Stad	O	
234	34	1794_Hoor_Veli	hadden	O	
235	34	1794_Hoor_Veli	.	O	
236	35	1794_Hoor_Veli	Den	O	
237	35	1794_Hoor_Veli	Geleerde	O	
238	35	1794_Hoor_Veli	D	O	
239	35	1794_Hoor_Veli	r	O	
240	35	1794_Hoor_Veli	Dirk	O	
241	35	1794_Hoor_Veli	Velius	O	
242	35	1794_Hoor_Veli	,	O	
243	35	1794_Hoor_Veli	heeft	O	
244	35	1794_Hoor_Veli	met	O	
245	35	1794_Hoor_Veli	al	O	
246	36	1794_Hoor_Veli	gemeenen	O	
247	36	1794_Hoor_Veli	Lot	O	
248	36	1794_Hoor_Veli	,	O	
249	36	1794_Hoor_Veli	zijn	O	
250	36	1794_Hoor_Veli	vaderlijke	O	
251	36	1794_Hoor_Veli	Stad	O	
252	36	1794_Hoor_Veli	,	O	
253	36	1794_Hoor_Veli	en	O	
254	36	1794_Hoor_Veli	desselfs	O	
255	37	1794_Hoor_Veli	Lotgevallen	O	
256	37	1794_Hoor_Veli	beschreven	O	
257	37	1794_Hoor_Veli	tot	O	
258	37	1794_Hoor_Veli	aan	O	
259	37	1794_Hoor_Veli	den	O	
260	37	1794_Hoor_Veli	Jaare	O	
261	37	1794_Hoor_Veli	1630	O	
262	37	1794_Hoor_Veli	.	O	
263	38	1794_Hoor_Veli	In	O	
264	39	1794_Hoor_Veli	In	O	
265	39	1794_Hoor_Veli	deeze	O	
266	39	1794_Hoor_Veli	Histhorie	O	
267	39	1794_Hoor_Veli	ziet	O	
268	39	1794_Hoor_Veli	men	O	
269	39	1794_Hoor_Veli	de	O	
270	39	1794_Hoor_Veli	Stad	O	
271	39	1794_Hoor_Veli	Hoorn	O	
272	39	1794_Hoor_Veli	ge	O	
273	40	1794_Hoor_Veli	booren	O	
274	40	1794_Hoor_Veli	,	O	
275	40	1794_Hoor_Veli	Gegroeijd	O	
276	40	1794_Hoor_Veli	,	O	
277	40	1794_Hoor_Veli	en	O	
278	40	1794_Hoor_Veli	tot	O	
279	40	1794_Hoor_Veli	volkomen	O	
280	40	1794_Hoor_Veli	wasdom	O	
281	40	1794_Hoor_Veli	gebragt	O	
282	40	1794_Hoor_Veli	,	O	
283	41	1794_Hoor_Veli	Doch	O	
284	41	1794_Hoor_Veli	na	O	
285	41	1794_Hoor_Veli	des	O	
286	41	1794_Hoor_Veli	Schrijvers	O	
287	41	1794_Hoor_Veli	Afsterven	O	
288	41	1794_Hoor_Veli	,	O	
289	41	1794_Hoor_Veli	veelen	O	
290	41	1794_Hoor_Veli	te	O	
291	41	1794_Hoor_Veli	mag	O	
292	42	1794_Hoor_Veli	tig	O	
293	42	1794_Hoor_Veli	geworden	O	
294	42	1794_Hoor_Veli	zijnde	O	
295	42	1794_Hoor_Veli	,	O	
296	42	1794_Hoor_Veli	is	O	
297	42	1794_Hoor_Veli	door	O	
298	42	1794_Hoor_Veli	haar	O	
299	42	1794_Hoor_Veli	Nagebuuren	O	
300	43	1794_Hoor_Veli	en	O	
301	43	1794_Hoor_Veli	Verwaarloozing	O	
302	43	1794_Hoor_Veli	van	O	
303	43	1794_Hoor_Veli	haar	O	
304	43	1794_Hoor_Veli	eigene	O	
305	43	1794_Hoor_Veli	Regenten	O	
306	43	1794_Hoor_Veli	,	O	
307	44	1794_Hoor_Veli	O	O	
308	44	1794_Hoor_Veli	!	O	
309	44	1794_Hoor_Veli	Schande	O	
310	44	1794_Hoor_Veli	dat	O	
311	44	1794_Hoor_Veli	men	O	
312	44	1794_Hoor_Veli	zulks	O	
313	44	1794_Hoor_Veli	moet	O	
314	44	1794_Hoor_Veli	zeggen	O	
315	44	1794_Hoor_Veli	!	O	
316	44	1794_Hoor_Veli	in	O	
317	44	1794_Hoor_Veli	een	O	
318	45	1794_Hoor_Veli	Deplorab'le	O	
319	45	1794_Hoor_Veli	Staat	O	
320	45	1794_Hoor_Veli	van	O	
321	45	1794_Hoor_Veli	Declinatie	O	
322	45	1794_Hoor_Veli	en	O	
323	45	1794_Hoor_Veli	Ruïne	O	
324	46	1794_Hoor_Veli	gekomen	O	
325	46	1794_Hoor_Veli	,	O	
326	46	1794_Hoor_Veli	door	O	
327	46	1794_Hoor_Veli	Afvorderingen	O	
328	46	1794_Hoor_Veli	van	O	
329	46	1794_Hoor_Veli	ongemeene	O	
330	46	1794_Hoor_Veli	Las	O	
331	47	1794_Hoor_Veli	ten	O	
332	47	1794_Hoor_Veli	in	O	
333	47	1794_Hoor_Veli	't	O	
334	47	1794_Hoor_Veli	gemeen	O	
335	47	1794_Hoor_Veli	,	O	
336	47	1794_Hoor_Veli	en	O	
337	47	1794_Hoor_Veli	het	O	
338	47	1794_Hoor_Veli	bevorderen	O	
339	47	1794_Hoor_Veli	van	O	
340	47	1794_Hoor_Veli	hun	O	
341	48	1794_Hoor_Veli	eigen	O	
342	48	1794_Hoor_Veli	Intrest	O	
343	48	1794_Hoor_Veli	in	O	
344	48	1794_Hoor_Veli	't	O	
345	48	1794_Hoor_Veli	bijzonder	O	
346	48	1794_Hoor_Veli	.	O	
347	49	1794_Hoor_Veli	Echter	O	
348	49	1794_Hoor_Veli	heb	O	
349	49	1794_Hoor_Veli	ik	O	
350	49	1794_Hoor_Veli	gemeend	O	
351	49	1794_Hoor_Veli	een	O	
352	49	1794_Hoor_Veli	vervolg	O	
353	49	1794_Hoor_Veli	der	O	
354	49	1794_Hoor_Veli	Ge	O	
355	50	1794_Hoor_Veli	beurtenissen	O	
356	50	1794_Hoor_Veli	van	O	
357	50	1794_Hoor_Veli	de	O	
358	50	1794_Hoor_Veli	Stad	O	
359	50	1794_Hoor_Veli	Hoorn	O	
360	50	1794_Hoor_Veli	voor	O	
361	50	1794_Hoor_Veli	de	O	
362	50	1794_Hoor_Veli	Na	O	
363	51	1794_Hoor_Veli	komelingen	O	
364	51	1794_Hoor_Veli	noodzakelijk	O	
365	51	1794_Hoor_Veli	te	O	
366	51	1794_Hoor_Veli	Zijn	O	
367	51	1794_Hoor_Veli	,	O	
368	51	1794_Hoor_Veli	omdat	O	
369	51	1794_Hoor_Veli	's	O	
370	51	1794_Hoor_Veli	Mens	O	
371	52	1794_Hoor_Veli	chen	O	
372	52	1794_Hoor_Veli	Leven	O	
373	52	1794_Hoor_Veli	(	O	
374	52	1794_Hoor_Veli	Kort	O	
375	52	1794_Hoor_Veli	van	O	
376	52	1794_Hoor_Veli	duur	O	
377	52	1794_Hoor_Veli	zijnde	O	
378	52	1794_Hoor_Veli	)	O	
379	52	1794_Hoor_Veli	de	O	
380	52	1794_Hoor_Veli	geheu	O	
381	53	1794_Hoor_Veli	genissen	O	
382	53	1794_Hoor_Veli	van	O	
383	53	1794_Hoor_Veli	gebeurde	O	
384	53	1794_Hoor_Veli	zaken	O	
385	53	1794_Hoor_Veli	versterven	O	
386	53	1794_Hoor_Veli	moe	O	
387	54	1794_Hoor_Veli	ten	O	
388	54	1794_Hoor_Veli	,	O	
389	54	1794_Hoor_Veli	te	O	
390	54	1794_Hoor_Veli	gelijk	O	
391	54	1794_Hoor_Veli	met	O	
392	54	1794_Hoor_Veli	alle	O	
393	54	1794_Hoor_Veli	diezelve	O	
394	54	1794_Hoor_Veli	bevatten	O	
395	54	1794_Hoor_Veli	,	O	
396	54	1794_Hoor_Veli	en	O	
397	54	1794_Hoor_Veli	of	O	
398	55	1794_Hoor_Veli	schoon	O	
399	55	1794_Hoor_Veli	de	O	
400	55	1794_Hoor_Veli	Overleveringen	O	
401	55	1794_Hoor_Veli	zulks	O	
402	55	1794_Hoor_Veli	wel	O	
403	55	1794_Hoor_Veli	eenigermaten	O	
404	56	1794_Hoor_Veli	Vergoeden	O	
405	56	1794_Hoor_Veli	;	O	
406	56	1794_Hoor_Veli	zoo	O	
407	56	1794_Hoor_Veli	verdwijnen	O	
408	56	1794_Hoor_Veli	nogthans	O	
409	56	1794_Hoor_Veli	dezelven	O	
410	56	1794_Hoor_Veli	,	O	
411	56	1794_Hoor_Veli	door	O	
412	57	1794_Hoor_Veli	vervolg	O	
413	57	1794_Hoor_Veli	van	O	
414	57	1794_Hoor_Veli	tijden	O	
415	57	1794_Hoor_Veli	als	O	
416	57	1794_Hoor_Veli	een	O	
417	57	1794_Hoor_Veli	Nevel	O	
418	57	1794_Hoor_Veli	,	O	
419	57	1794_Hoor_Veli	boven	O	
420	57	1794_Hoor_Veli	dien	O	
421	57	1794_Hoor_Veli	is	O	
422	57	1794_Hoor_Veli	ook	O	
423	58	1794_Hoor_Veli	te	O	
424	58	1794_Hoor_Veli	beklagen	O	
425	58	1794_Hoor_Veli	,	O	
426	58	1794_Hoor_Veli	de	O	
427	58	1794_Hoor_Veli	geringen	O	
428	58	1794_Hoor_Veli	Zorg	O	
429	58	1794_Hoor_Veli	en	O	
430	58	1794_Hoor_Veli	achting	O	
431	58	1794_Hoor_Veli	,	O	
432	58	1794_Hoor_Veli	welke	O	
433	59	1794_Hoor_Veli	de	O	
434	59	1794_Hoor_Veli	ontdankbaaren	O	
435	59	1794_Hoor_Veli	en	O	
436	59	1794_Hoor_Veli	onâchtzaamen	O	
437	59	1794_Hoor_Veli	Nageslagten	O	
438	60	1794_Hoor_Veli	toedragen	O	
439	60	1794_Hoor_Veli	aan	O	
440	60	1794_Hoor_Veli	de	O	
441	60	1794_Hoor_Veli	oude	O	
442	60	1794_Hoor_Veli	Memorie	O	
443	60	1794_Hoor_Veli	,	O	
444	60	1794_Hoor_Veli	door	O	
445	60	1794_Hoor_Veli	hunnen	O	
446	61	1794_Hoor_Veli	naarstige	O	
447	61	1794_Hoor_Veli	Voorvaderen	O	
448	61	1794_Hoor_Veli	met	O	
449	61	1794_Hoor_Veli	ongemeene	O	
450	61	1794_Hoor_Veli	Vlijd	O	
451	61	1794_Hoor_Veli	en	O	
452	62	1794_Hoor_Veli	Arbeijd	O	
453	62	1794_Hoor_Veli	vergaderd	O	
454	62	1794_Hoor_Veli	,	O	
455	62	1794_Hoor_Veli	Waar	O	
456	62	1794_Hoor_Veli	door	O	
457	62	1794_Hoor_Veli	veele	O	
458	62	1794_Hoor_Veli	heerlijke	O	
459	63	1794_Hoor_Veli	Gedenkschriften	O	
460	63	1794_Hoor_Veli	verwaarloost	O	
461	63	1794_Hoor_Veli	,	O	
462	63	1794_Hoor_Veli	en	O	
463	63	1794_Hoor_Veli	alzoo	O	
464	63	1794_Hoor_Veli	de	O	
465	63	1794_Hoor_Veli	Eeu	O	
466	64	1794_Hoor_Veli	wigheid	O	
467	64	1794_Hoor_Veli	Ontrooft	O	
468	64	1794_Hoor_Veli	zijn	O	
469	64	1794_Hoor_Veli	.	O	
470	65	1794_Hoor_Veli	De	O	
471	65	1794_Hoor_Veli	Histhorie	O	
472	65	1794_Hoor_Veli	der	O	
473	65	1794_Hoor_Veli	Stad	O	
474	65	1794_Hoor_Veli	Hoorn	O	
475	65	1794_Hoor_Veli	door	O	
476	65	1794_Hoor_Veli	op	O	
477	66	1794_Hoor_Veli	gemelde	O	
478	66	1794_Hoor_Veli	Heer	O	
479	66	1794_Hoor_Veli	D	O	
480	66	1794_Hoor_Veli	r	O	
481	66	1794_Hoor_Veli	:	O	
482	66	1794_Hoor_Veli	Dirk	O	
483	66	1794_Hoor_Veli	Velius	O	
484	66	1794_Hoor_Veli	Beschreven	O	
485	66	1794_Hoor_Veli	,	O	
486	66	1794_Hoor_Veli	reeds	O	
487	67	1794_Hoor_Veli	drie	O	
488	67	1794_Hoor_Veli	maalen	O	
489	67	1794_Hoor_Veli	Gedrukt	O	
490	67	1794_Hoor_Veli	,	O	
491	67	1794_Hoor_Veli	en	O	
492	67	1794_Hoor_Veli	uitverkogt	O	
493	67	1794_Hoor_Veli	zijnde	O	
494	67	1794_Hoor_Veli	,	O	
495	67	1794_Hoor_Veli	werd	O	
496	67	1794_Hoor_Veli	in	O	
497	67	1794_Hoor_Veli	't	O	
498	68	1794_Hoor_Veli	Jaar	O	
499	69	1794_Hoor_Veli	Jaar	O	
500	69	1794_Hoor_Veli	1740.	O	
501	69	1794_Hoor_Veli	ten	O	
502	69	1794_Hoor_Veli	vierdemaal	O	
503	69	1794_Hoor_Veli	gedrukt	O	
504	69	1794_Hoor_Veli	,	O	
505	69	1794_Hoor_Veli	en	O	
506	69	1794_Hoor_Veli	met	O	
507	69	1794_Hoor_Veli	Aantee	O	
508	70	1794_Hoor_Veli	keningen	O	
509	70	1794_Hoor_Veli	vermeerdert	O	
510	70	1794_Hoor_Veli	,	O	
511	70	1794_Hoor_Veli	door	O	
512	70	1794_Hoor_Veli	den	O	
513	70	1794_Hoor_Veli	Eerwaarde	O	
514	70	1794_Hoor_Veli	Heer	O	
515	71	1794_Hoor_Veli	Sebastiaan	O	
516	71	1794_Hoor_Veli	Senten	O	
517	71	1794_Hoor_Veli	,	O	
518	71	1794_Hoor_Veli	Leeraar	O	
519	71	1794_Hoor_Veli	bij	O	
520	71	1794_Hoor_Veli	de	O	
521	71	1794_Hoor_Veli	Remon	O	
522	72	1794_Hoor_Veli	stranten	O	
523	72	1794_Hoor_Veli	Gemeenten	O	
524	72	1794_Hoor_Veli	deezer	O	
525	72	1794_Hoor_Veli	Stad	O	
526	72	1794_Hoor_Veli	.	O	
527	73	1794_Hoor_Veli	Doch	O	
528	73	1794_Hoor_Veli	vinden	O	
529	73	1794_Hoor_Veli	mij	O	
530	73	1794_Hoor_Veli	verpligt	O	
531	73	1794_Hoor_Veli	om	O	
532	73	1794_Hoor_Veli	zommige	O	
533	73	1794_Hoor_Veli	dee	O	
534	74	1794_Hoor_Veli	zer	O	
535	74	1794_Hoor_Veli	Aanteekeningen	informatiebron-B	
536	74	1794_Hoor_Veli	tegen	O	
537	74	1794_Hoor_Veli	te	O	
538	74	1794_Hoor_Veli	Spreeken	O	
539	74	1794_Hoor_Veli	,	O	
540	74	1794_Hoor_Veli	en	O	
541	74	1794_Hoor_Veli	aan	O	
542	75	1794_Hoor_Veli	te	O	
543	75	1794_Hoor_Veli	toonen	O	
544	75	1794_Hoor_Veli	,	O	
545	75	1794_Hoor_Veli	dat	O	
546	75	1794_Hoor_Veli	dezelve	O	
547	75	1794_Hoor_Veli	onwaaragtig	O	
548	75	1794_Hoor_Veli	zijn	O	
549	75	1794_Hoor_Veli	,	O	
550	75	1794_Hoor_Veli	alleen	O	
551	76	1794_Hoor_Veli	om	O	
552	76	1794_Hoor_Veli	de	O	
553	76	1794_Hoor_Veli	Leezers	O	
554	76	1794_Hoor_Veli	van	O	
555	76	1794_Hoor_Veli	de	O	
556	76	1794_Hoor_Veli	4de	informatiebron-B	
557	76	1794_Hoor_Veli	Edictie	informatiebron-I	
558	76	1794_Hoor_Veli	in	O	
559	76	1794_Hoor_Veli	geen	O	
560	76	1794_Hoor_Veli	verkeerde	O	
561	77	1794_Hoor_Veli	Waan	O	
562	77	1794_Hoor_Veli	te	O	
563	77	1794_Hoor_Veli	Laaten	O	
564	77	1794_Hoor_Veli	;	O	
565	77	1794_Hoor_Veli	Ik	O	
566	77	1794_Hoor_Veli	zal	O	
567	77	1794_Hoor_Veli	maar	O	
568	77	1794_Hoor_Veli	drie	O	
569	77	1794_Hoor_Veli	Stuk	O	
570	78	1794_Hoor_Veli	ken	O	
571	78	1794_Hoor_Veli	aanhaalen	O	
572	78	1794_Hoor_Veli	uit	O	
573	78	1794_Hoor_Veli	zijn	O	
574	78	1794_Hoor_Veli	Eerwaardens	informatiebron-B	
575	78	1794_Hoor_Veli	Aantee¬	informatiebron-I	
576	79	1794_Hoor_Veli	keningen	informatiebron-I	
577	79	1794_Hoor_Veli	,	O	
578	79	1794_Hoor_Veli	namelijk	O	
579	79	1794_Hoor_Veli	een	O	
580	79	1794_Hoor_Veli	,	O	
581	79	1794_Hoor_Veli	welke	O	
582	79	1794_Hoor_Veli	Zijn	O	
583	79	1794_Hoor_Veli	Eerw	O	
584	79	1794_Hoor_Veli	:	O	
585	79	1794_Hoor_Veli	heeft	O	
586	80	1794_Hoor_Veli	uit	O	
587	80	1794_Hoor_Veli	de	O	
588	80	1794_Hoor_Veli	gemeene	O	
589	80	1794_Hoor_Veli	Histhoriën	O	
590	80	1794_Hoor_Veli	,	O	
591	80	1794_Hoor_Veli	en	O	
592	80	1794_Hoor_Veli	twee	O	
593	80	1794_Hoor_Veli	bij	O	
594	80	1794_Hoor_Veli	over	O	
595	81	1794_Hoor_Veli	levering	O	
596	81	1794_Hoor_Veli	of	O	
597	81	1794_Hoor_Veli	kwaade	O	
598	81	1794_Hoor_Veli	Aanteekeningen	O	
599	81	1794_Hoor_Veli	.	O	
600	82	1794_Hoor_Veli	Op	O	
601	82	1794_Hoor_Veli	Credit	O	
602	82	1794_Hoor_Veli	van	O	
603	82	1794_Hoor_Veli	den	O	
604	82	1794_Hoor_Veli	Schrijver	O	
605	82	1794_Hoor_Veli	der	O	
606	82	1794_Hoor_Veli	Oudheden	O	
607	83	1794_Hoor_Veli	en	O	
608	83	1794_Hoor_Veli	Gestigten	O	
609	83	1794_Hoor_Veli	van	O	
610	83	1794_Hoor_Veli	Noordholland	O	
611	83	1794_Hoor_Veli	,	O	
612	83	1794_Hoor_Veli	geeft	O	
613	83	1794_Hoor_Veli	den	O	
614	83	1794_Hoor_Veli	Heer	informatiebron-B	
